product_id,user_id,interaction
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f1,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f1,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f5,678e0fe596822708dc914e9f,1
678f5c1577bdc2dd8ccd079c,678e0fe596822708dc914e9f,1
678e161044a092bc86641aa0,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f1,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f5,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f5,678e0fe596822708dc914e9f,1
678e14f944a092bc866418ed,678e0fe596822708dc914e9f,1
678e14fa44a092bc86641905,678e0fe596822708dc914e9f,1
678f5bb677bdc2dd8ccd073c,678e0fe596822708dc914e9f,1
678e14fb44a092bc86641911,678e0fe596822708dc914e9f,1
678f5a8077bdc2dd8ccd06a9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e5,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e5,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e5,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,1
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,1
678e151044a092bc86641961,678e0fe596822708dc914e9f,1
678e151044a092bc86641961,678e0fe596822708dc914e9f,1
678e151044a092bc86641961,678e0fe596822708dc914e9f,1
678e1c9244a092bc86641afc,678e0fe596822708dc914e9f,1
678e14fb44a092bc8664190d,678e0fe596822708dc914e9f,1
678e14fb44a092bc86641915,678e0fe596822708dc914e9f,1
678e153544a092bc866419e1,678e0fe596822708dc914e9f,1
678e153b44a092bc86641a45,678e0fe596822708dc914e9f,1
678e15ab44a092bc86641a5c,678e0fe596822708dc914e9f,1
678e14fb44a092bc86641919,678e0fe596822708dc914e9f,1
678e14fc44a092bc86641925,678e0fe596822708dc914e9f,1
678e151144a092bc86641969,678e0fe596822708dc914e9f,1
678e151144a092bc86641965,678e0fe596822708dc914e9f,1
678e151144a092bc8664196d,678e0fe596822708dc914e9f,1
678e150f44a092bc86641949,678e0fe596822708dc914e9f,1
678e151544a092bc866419a1,678e0fe596822708dc914e9f,2
678e14f844a092bc866418e9,678e0fe596822708dc914e9f,2
678e14f944a092bc866418f5,678e0fe596822708dc914e9f,2
678f5bb677bdc2dd8ccd073c,678e0fe596822708dc914e9f,2
678e14fb44a092bc86641911,678e0fe596822708dc914e9f,2
678e1c9244a092bc86641afc,678e0fe596822708dc914e9f,2
678e14f944a092bc866418f9,678e0fe596822708dc914e9f,2
678f5c1577bdc2dd8ccd07a0,678f671a77bdc2dd8ccd09eb,1
678e14f944a092bc866418f5,678f671a77bdc2dd8ccd09eb,1
678f5bb677bdc2dd8ccd0734,678f671a77bdc2dd8ccd09eb,1
678f5c1677bdc2dd8ccd07a8,678f671a77bdc2dd8ccd09eb,1
678e14f944a092bc866418f5,678f671a77bdc2dd8ccd09eb,1
678e14f844a092bc866418e9,678f671a77bdc2dd8ccd09eb,1
678e14f844a092bc866418e5,678f671a77bdc2dd8ccd09eb,1
678f5c1577bdc2dd8ccd07a4,678f671a77bdc2dd8ccd09eb,2
678f5c1577bdc2dd8ccd0798,678f671a77bdc2dd8ccd09eb,2
678f5c1477bdc2dd8ccd0794,678f671a77bdc2dd8ccd09eb,2
678e14f944a092bc866418f9,678f671a77bdc2dd8ccd09eb,2
